Garment,Split,Normalised Coverage,Max IoU,Colour
Longsleeve,Train,0.8443513488817891,0.6476311336717429,"[64, 59, 63]"
Longsleeve,Train,0.47717487819985777,0.45570353213665316,"[89, 46, 81]"
Longsleeve,Train,0.7112637968289165,0.632847533632287,"[68, 140, 130]"
Longsleeve,Train,0.4696291667460464,0.4311377245508982,"[215, 159, 230]"
Longsleeve,Train,0.43663806443710734,0.43370311674590595,"[12, 41, 65]"
Longsleeve,Train,0.4745089277170734,0.4617442482611022,"[43, 223, 180]"
Longsleeve,Train,0.49593236576762756,0.46157635467980296,"[155, 99, 153]"
Longsleeve,Train,0.9999259208063425,0.9762979683972912,"[255, 255, 255]"
Longsleeve,Train,0.4459518441561811,0.40944520861989914,"[144, 197, 153]"
Longsleeve,Train,1.0,0.9809296781883194,"[199, 255, 237]"
Longsleeve,Train,0.6451644651362097,0.5319277108433735,"[181, 154, 140]"
Longsleeve,Train,0.6840791362296915,0.6350435624394967,"[157, 101, 155]"
Longsleeve,Train,0.6223029217348147,0.573373676248109,"[199, 184, 178]"
Longsleeve,Train,0.4378852826018893,0.19699595609474294,"[254, 254, 255]"
Longsleeve,Train,0.5316326444264984,0.4893248701673399,"[255, 255, 255]"
Longsleeve,Train,0.5804280992409492,0.44571167883211676,"[153, 209, 162]"
Longsleeve,Train,1.0,0.9666666666666667,"[163, 223, 173]"
Longsleeve,Train,0.770170066553238,0.6457174638487208,"[69, 142, 132]"
Longsleeve,Train,0.5908109913621402,0.5143586470963625,"[54, 135, 54]"
Longsleeve,Train,0.6263689534833541,0.5953678474114441,"[152, 207, 161]"
Longsleeve,Train,0.42972626142086606,0.41445783132530123,"[187, 249, 224]"
Longsleeve,Train,0.5577877911905076,0.5180904522613066,"[255, 170, 193]"
Longsleeve,Train,0.9998849727880744,0.9775739041794088,"[196, 185, 190]"
Longsleeve,Train,1.0,0.9750849377123443,"[71, 147, 136]"
Longsleeve,Train,0.5636210032393194,0.4957627118644068,"[185, 223, 192]"
Longsleeve,Train,0.5482978981062908,0.49435787211176785,"[255, 211, 220]"
Longsleeve,Train,0.43667952723986786,0.4218390804597701,"[62, 128, 120]"
Longsleeve,Train,0.46516220316071033,0.455125284738041,"[62, 57, 60]"
Longsleeve,Train,1.0,0.9690826153066396,"[209, 194, 187]"
Longsleeve,Train,0.5032076324062169,0.4537645275391612,"[236, 201, 225]"
Longsleeve,Train,1.0,0.9704935622317596,"[231, 172, 247]"
Longsleeve,Train,0.6168764433198473,0.5658153241650294,"[154, 99, 152]"
Longsleeve,Train,1.0,0.9788732394366197,"[255, 255, 255]"
Longsleeve,Train,0.6181027802254059,0.5196850393700787,"[247, 222, 222]"
Longsleeve,Train,0.5332109388502698,0.4886685552407932,"[255, 255, 255]"
Longsleeve,Train,0.4362654961172086,0.4204255319148936,"[199, 182, 120]"
Longsleeve,Train,0.7536868645399561,0.6571428571428571,"[155, 212, 164]"
Longsleeve,Train,0.5382625826294086,0.4963648380700595,"[255, 255, 255]"
Longsleeve,Train,1.0,0.9849246231155779,"[255, 228, 255]"
Longsleeve,Train,1.0,0.9724867724867725,"[122, 112, 161]"
Longsleeve,Train,0.5957717747573456,0.5588901472253681,"[254, 252, 253]"
Longsleeve,Train,0.47383157240694157,0.44251626898047725,"[184, 221, 191]"
Longsleeve,Train,0.6879812404748704,0.65973630831643,"[243, 218, 219]"
Longsleeve,Train,0.5141715374890177,0.4874129619710766,"[44, 227, 183]"
Longsleeve,Val,1.0,0.9538888888888889,"[46, 111, 101]"
Longsleeve,Val,0.5736308290919573,0.5475460122699386,"[202, 187, 180]"
Longsleeve,Val,0.48560483800762233,0.3178723404255319,"[194, 178, 117]"
Longsleeve,Val,0.5140829288712913,0.4612756264236902,"[255, 255, 255]"
Longsleeve,Val,0.5357849022371732,0.5144557823129252,"[195, 179, 118]"
Longsleeve,Val,1.0,0.966837926202709,"[255, 255, 255]"
Longsleeve,Val,0.9996716426199214,0.962987012987013,"[255, 255, 255]"
Longsleeve,Val,0.9995206983203628,0.9546079779917469,"[207, 220, 218]"
Longsleeve,Val,0.9998159858225734,0.9614814814814815,"[255, 155, 182]"
Longsleeve,Val,0.5761411095086478,0.23595505617977527,"[44, 230, 185]"
